name,date,content,share,retweet,like,,,,,,
 GaDPH,2020年12月31日,Healthcare workers and staff and residents of long-term care facilities are already in this highest priority group. The expanded administration of #COVID-19 vaccine is expected to begin within the next two weeks provided there is adequate vaccine supply available.,3,9,23,,,,,,
 VABVOX,2020年12月31日,"Some of the worst people in America are in the thread under the story about Dawn Wells' death from #COVID and I want to shame every one of their science-denying, ableist, misogynist MAGA asses into oblivion.",4,23,115,,,,,,
 MarkDavis,2020年12月31日,"Amid #COVID spike, #HarrisCounty (#Houston) sends a mass text saying ""Cancel all gatherings. Do not celebrate the New Year with anyone outside your household.""  This is:",,,,,,,,,
 stephaniedowric,2020年12月31日,"Kerry #Chant: “We’re taking such precautions around household gatherings...” So what about the damned #Cricket ? #Hillsong crowds scandals started this #Covid year, so did the #RubyPrincess #NSWHealth fiasco, and here we are - “exceptions” at the whim of 
 GladysB
 endangering all.",14,75,190,,,,,,
 JacinthePayant,2020年12月31日,"#Ford knew yet did and said nothing until he was caught. 
#Ford just made it loud & clear that rules don’t apply to conservatives.
No wonder his base won’t wear masks or practice physical distancing. 
Conservatives are the reason why we still have so many #Covid cases in Canada.",8,36,84,,,,,,
 EdanClay,2020年12月31日,"If you live in a climate that is temperate and get in an 
 Uber
 or 
 Lyft
, insist that the windows are all open. This new strain of #Covid is 70% more contagious and one ride could be your undoing if you are sealed in there. I don't know how you handle it in the really cold states.",4,20,63,,,,,,
 beer_nun,2020年12月31日,So how many active #covid cases in NSW right now? #COVID19nsw,10,4,20,,,,,,
 sszinglehead,2020年12月31日,"Gladys ""made a really big effort"" to ask everyone to come forward for #COVID testing ... FIGJAM
#WearAMask #StayAtHome",3,1,4,,,,,,
 DrMattMcCarthy,2020年12月31日,There's a hunt for #coronavirus variants that make the virus more transmissible. There's also a hunt for variations in the human genome that predispose people to severe #COVID. These newly-uncovered variants may help explain why we see such different responses to the virus. 1/,3,16,43,,,,,,
 JoyousCivic,2020年12月31日,"Thank goodness we're in the UK and have access to 100m vaccines for #covid
If we'd been 'independent' Freeman and Sturgeon would be rolling out a national programme of bread poultice....
They are useless and clueless.",3,27,150,,,,,,
 jakekrezmien,2020年12月31日,Can anyone on here that has gotten #COVID and has lost their sense of taste and has since regained their sense of taste confirm if water has a taste or not?,1,1,8,,,,,,
 KMal_T8N,2020年12月31日,"On the downside tonight. My family lost to #COVID this morning. A father, a grandfather, an uncle. A kind and caring man. You will be missed very much Uncle Doug. My heart goes out to all the rest of you dealing with similar or same circumstances.",32,17,155,,,,,,
 HawleyMO,2020年12月31日,The Senate needs to vote on $2000 #covid relief for working people BEFORE the new year - I will continue to object to votes on the bad defense bill until we do,2051,3397,19000,,,,,,
 IAmAmnaNawaz,2020年12月31日,"Tonight on 
 newshour
: 
 SenRonJohnson
 joins us to discuss his opposition to increasing #covid relief direct payments to $2k.",16,7,21,,,,,,
 ABC7Veronica,2020年12月31日,"1 person dies every 10 minutes of #COVID in Los Angeles.

That's according to LA County officials. Sometimes I wonder I should keep posting these stats. The situation is dire here. But do people care? Are they too overwhelmed to listen? It's hard to be emotionally detached rn.",26,32,123,,,,,,
 alanmills405,2020年12月31日,"The mental health of children not at school because of #covid is constantly discussed, quite rightly. But can you imagine the effect on a child's health if they bring the virus home and someone in their family dies? How do they live with that 
 GavinWilliamson",2,2,10,,,,,,
 GarNob,2020年12月31日,"Do you know one of the most depressing things about #covid lockdown? The added time lagfor the children I work with who need speech and language therapy, OT, psychology, the Physio, the scoliosis op, the play therapy, the home support. Even less of a priority for the HSE.",22,71,486,,,,,,
 Huddersfield4U,2020年12月31日,"When all this #Covid has gone, and we can return to how we were. 

Where should we all have a party to celebrate in #Huddersfield?",16,1,20,,,,,,
 SandraRPearce1,2020年12月31日,"UK has had 2,432,888 confirmed cases of #covid. 72,548 people have died. 981 died yesterday, and there were 50,023 new cases. Hospitals overwhelmed. Tier 4 restrictions.

Still whinging about masks 
 rachelbaxendale
 
 sophieelsworth
 
 SharriMarkson
 
 RitaPanahi
 
 macsween_prue
 ?",1,14,41,,,,,,
 MaryERegan,2020年12月31日,"The 
 SocDems
 are calling for a “radically new approach” to #covid strategy. Says Government must “work towards near-elimination of the virus in order to protect the country’s health, as well as its social and economic wellbeing.""",29,61,241,,,,,,
 BarrySteeleTNL,2020年12月31日,"Door anyone else find out extraordinarily strange that States with few or no local #COVID cases have cancelled fireworks to preserve public safety while the State with the worst set of infections has not in order to preserve profits?
#GladysOutbreak 
#SuperSpreaderEvent",19,69,288,,,,,,
 dumbassgenius,2020年12月31日,"#Coronavirus Tip
If you die of #COVID & go to heaven, once Trump dies in 2032, G-d will give you a 48-hour pass to visit hell & bite Trump's face off with 7-inch fangs they'll loan you.
It's a fun little getaway! Make a weekend of it!",4,2,12,,,,,,
 VillageMagIRE,2020年12月31日,"It may well be that many commentators' biases - for or against lockdowns - reflect real-life crises they are dealing with for themselves or loved ones: some dealing with vulnerability to #Covid, others with mental health problems, for example.

If so, people here should be kinder",1,3,26,,,,,,
 danielle_m901,2020年12月31日,"I have no words. Where was the teachers mention? The primary schools? The mixing of approximately 60 childcare/support bubbles in every classroom? Close the schools, improve the mental health provision. At the very least, give teachers the fucking vaccine. #teachers #covid #help",1,2,6,,,,,,
 billtormey,2020年12月31日,Get the vaccines if offered unless you’re very atopic. (Allergies ) #covid,30,4,19,,,,,,
 billtormey,2020年12月31日,Bring on the vaccines. Free us from NPHET tyranny. #covid,8,3,26,,,,,,
 billtormey,2020年12月31日,Golf courses closed! ! What a bunch of idiots. Taking orders from arrogant cop-on free medics leads to this. There are sensible copped on medics and there are zealots. NPHET  has more than a quota of zealots #covid,16,20,141,,,,,,
 BritishIMA,2020年12月31日,"The past few weeks have been very busy for us at 
 BritishIMA
 where we have been engaging with the community to help them make an informed choice about #COVID vaccine.",2,10,52,,,,,,
 joerayfus,2020年12月31日,Nothing quite sums up 2020 more than ordering a Chinese only to find that the delivery guy is also you gym instructor  #2020 #caughtrotten #covid #level5,3,1,22,,,,,,
 NYGovCuomo,2020年12月31日,"Vaccination Update: Approximately 203,000 New Yorkers to date have received one dose of the #COVID vaccine.",462,404,4357,,,,,,
 peter_lydon,2020年12月31日,"Can't imagine that the treatment of schools and teachers during #covid is leading to a massive surge of interest in becoming a teacher among graduates?
#edchatie",7,6,157,,,,,,
 dumbassgenius,2020年12月31日,"I don't wear a mask over my nose because my nostrils point down, away from other people.
Also I died of #COVID back in Octorber, so I'm no longer breathing.",3,2,18,,,,,,
 ciprlps,2020年12月31日,"The Coronavirus Resource For Communicators is being updated with the latest #COVID-19 restrictions, schools return and testing announcement, resized assets for lifts and drops.
We're also continuing to respond to questions and support requests, supporting the sector and 
 LGcomms",1,3,3,,,,,,
 OpinionYP,2020年12月31日,"Opening of #NightingaleHospitals was ‘publicity stunt’ , suggests Hull MP 
 EmmaHardyMP
 in Commons debate on #Covid. Incredibly MPs expected to vote later to extend New Year recess from next week to Jan 11. Hard to justify at time of national crisis",4,16,29,,,,,,
 Harrynorrie,2020年12月31日,"Which #COVID testing stock will have the biggest rise tomorrow, 1/2 day trading so it will be a busy morning. FOMO with mass testing in #TheNewYear #NCYT #ODX #GDR",,,,,,,,,
 DuggerDigs,2020年12月31日,Ohio changing guidance regarding quarantining of students. Guidance will no longer to be to quarantine after exposure to COVID-positive student - IF students were wearing masks and were exposed in classroom setting. #ohio #COVID19 #covid,3,5,17,,,,,,
 babsmccready23,2020年12月31日,Over the last few days it’s apparent that #COVID cases are putting out hospitals at breaking point. I understand that #cumbria will be devastated about going into tier 4.  Im a respiratory physio working in the NHS. Trust me it is needed! Please stay home and stay safe x ,5,25,78,,,,,,
 PPaulCharles,2020年12月31日,"The #Irish government is extending its ban on flights from mainland #Britain until 6th January, due to the new “Kent” strain. #Covid 
 ThePCAgency",8,9,45,,,,,,
 Cornishview,2020年12月31日,Places where #lockdown was most stringent are the places that now have highest cross infection rates of #Covid... #justsaying.,1,5,7,,,,,,
 Iloveautumn2,2020年12月31日,These terrifying #covid figures today lie largely at the door of those railing against the measures to protect us. Like the Hartley Brewer person and  KirstieMAllsop. And of course our corrupt and inept government. All those deaths lie at your doors.,2,6,15,,,,,,
 RobbieButlerMLA,2020年12月31日,"Teachers are not looking time off teaching
Principals are not seeking an extra weeks respite
Students are not looking xtra holidays

Quite simply to beat #Covid  we need to reduce spread and minimise risk

Staged opening and increase support for safety mitigation’s  ",43,91,630,,,,,,
 CoraSherlock,2020年12月31日,Lockdowns are to help the health system get ready. So can we have full details of the state of it before and after the current lockdown? And detailed plans for improvements during the next month? #COVID19ireland #Covid,6,2,13,,,,,,
 GovMurphy,2020年12月31日,"Grateful to the folks providing American Sign Language interpretation for the deaf and hard-of-hearing during each one of our 144 #COVID briefings: Eileen Forestal, Kathy Ferejohn, Noah Buchholz, Roni Lepore, Rachel Owens, Steve Toth, April Ritchie, & Pete Filipowicz.

Thank you!",28,30,339,,,,,,
 ShiaKapos,2020年12月31日,#Covid isn't going away: The Illinois Department of Public Health reports today: 178 additional deaths.,2,4,9,,,,,,
 ChristallaJ,2020年12月31日,"I welcome the fact that we remain open for our children but now, more than ever, we must work together to support staff #wellbeing to help with their anxiety levels to keep them as safe as we possibly can to continue to do our best #schoolsreopeninguk #Covid  #EdTwitter 
 WomenEd",3,9,48,,,,,,
 CNOEngland,2020年12月31日,"MHRA approval of the Oxford vaccine today couldn’t be more welcome. This means we now have two vaccines, giving us all much needed hope for the end of #covid. Huge gratitude to all involved. #teamCNO",40,84,887,,,,,,
 RetroSolesUK,2020年12月31日,"The stats i want are:-

How many people have directly died from #COVID19 and NOT for any reason within 28 days of positive of #COVID test

Those figures are a joke",8,4,35,,,,,,
 DriverPotter,2020年12月31日,"Thoughts with my friend Doug this evening who received news that an old colleague died from #Covid19UK today.

And thoughts with a driver colleague from SWR who is in an induced coma tonight & fighting for his life due to #COVID.

Anyone who thinks this isn’t real is an idiot.",18,29,256,,,,,,
