name,date,content,share,retweet,like
BillMiami,12/30/2021,"What is Ron DeSantis doing to protect the people of Florida from #Covid 
@GovRonDeSantis",3 ,3 ,4 
atdavidhoffman,12/30/2021,"In the past 24 hours, two of my family members and four of my friends have tested positive for Covid. Omicron is no joke. Please, get vaccinated.
#Covid",9 ,11 ,76 
RitaCosby,12/30/2021,"Tonight 
@77WABCradio
: #FoxNews Legal Analyst 
@GreggJarrett
 joins us at 10:10pm on the #GhislaineMaxwellTrial guilty verdict. Will she start to name others? PLUS, I take YOUR calls on #Covid Confusion... #Fauci & #CDC constantly changing #Covid rules & numbers. Call 800 848 9222.",9 ,98 ,84 
LeciaMichelle11,12/30/2021,I don't need to hear another sympathetic media story about an #antivaxxer who died from #COVID. They didn't care enough about anyone else to get vaccinated. And they probably infected and may have killed others.,40 ,81 ,565 
slpallen,12/30/2021,"We got our #covid booster yesterday. Sore arm, arm pit and very tired today. Totally worth it!  #Boosted  #AstraZeneca         #Pfizer  #Pfizer  #ThisIsOurShot",2 ,1 ,10 
AmieVarley,12/30/2021,Please ask #teachers how they feel about January and schools re-opening ect. Definitely the missing voice in this whole discussion. #Covid #COVID19Ontario,36 ,75 ,488 
AlboMP,12/30/2021,"About to chat with Harvey Deegan on 
@6PR
 about National Cabinet and #COVID",30 ,33 ,254 
NursepollyRgn,12/30/2021,"Just saying that hand washing extremely important even with airborne transmission thanks, wash hands before and after touching anything, wear masks and do your best #Covid",2 ,19 ,150 
eatonhamilton,12/30/2021,"What I was thinking listening to BC presser today was that if covid could have a best friend, it would chose Dr Bonnie Henry. #covid",6 ,52 ,196 
stevehallsydney,12/30/2021,"#Breaking: NSW Premier to redefine death. ""Many of the people who supposedly die from #Covid would die eventually anyway. Henceforth we will only couny people between 16 34 as official deaths & only if they don't have have an underlying condition & if they vote LNP. #auspol",2 ,28 ,68 
RachGreenTweets,12/30/2021,"My top tips to manage #covid at home w/kids:
1. Hydralite for adults & kids. We had no appetite for a week & u need electrolytes
2. Quality thermometer. Our 2yo had scary temps, you’ll want to keep a close eye on this
3. Ask neighbours/ FB for help - there is no govt support",2 ,20 ,74 
Tennesseine,12/30/2021,"BREAKING: Republican Gov DeWine of Ohio is finally forced to admit today that his state’s #COVID19 crisis is spinning out of control and that it’s because of #antivaxxers.

Acknowledges that only 7.5% of #Covid hospitalizations are fully vaccinated people.

This is a 
@gop
 crisis.",29 ,240 ,594 
KevinMcNamara33,12/30/2021,"Ed Cooley says Brycen Goodine, Mateus Case and coach Brian Blaney not on bench tonight #Covid",1 ,5 ,16 
GOPKeegan,12/30/2021,What’s your opinion on Joe Biden and his administration? #Biden #Democrats #Republicans #JoeBiden #Covid,8 ,1 ,4 
kevharrison_,12/30/2021,"Second time I have caught Covid is nothing like the first. Terrible burning pain in one foot, the worst brain fog, pains in all joints, but a minor cough and only slight breathless. Any questions? #Covid",21 ,1 ,30 
haus_ppl,12/30/2021,"I wish Bonnie Henry cared as much about preventing #COVID infection as she does about preventing #COVID stigma.

#covid19 #bcpoli #covidbc",4 ,15 ,79 
ianhanomansing,12/30/2021,Dr Henry estimates there are likely “three to four times” as many #Covid cases as confirmed positive tests. And that number was almost 3000 in the last twenty four hours. There’s a lot of #Omicron in our province of five million. Stay safe.,32 ,90 ,388 
IvanVikktor,12/30/2021,"#VaccineMandate supporting citizens are only rooting for such because they are desperate for some kind of return for their compliance. They now know the jab won’t stop #covid (the 1st deal) so they want a punitive reward for their original obedience 
@DefiantBaptist
 
@Zigmanfreud",2 ,2 ,17 
LisaBloor,12/30/2021,2 flipping years and we are back where we started and people not being able to get a PCR test. Absolute sodding joke. Apparently no appointment available in the northwest.  #OmicronVarient #Covid,3 ,5 ,20 
KelsSanchez,12/30/2021,".
@scdhec
 has released all the #covid numbers from Christmas Eve up until today. In total, more than 10,000 cases have been confirmed, and nearly 60 confirmed deaths. 
@wachfox",1 ,3 ,3 
CurvyMissMia,12/30/2021,"My asymptomatic friend with #COVID says ""I know it can be bad, but you just have to not give in to it."" Gee, if only 819,000+ people had thought of that. I have no patience for such ignorance.",3 ,2 ,25 
krfabian,12/30/2021,"#covid

Routine data (such as case numbers or hospital admissions) always goes weird from about 23rd Dec to early in the new year, and it's hard/impossible to interpret in real time

I am recommend giving yourself (me) a little treat every time you (I) don't look at the data",6 ,2 ,28 
kevincoch,12/30/2021,"I see that 
@UKParliament
 are doing they’re best to cause rifts between the people of Cymru! Firstly #brexit and now #covid ! We all have our own feelings about how 
@PrifWeinidog
 is dealing with covid, but as a country we should all be together against outside intervention!#Cymru",1 ,1 ,8 
kristylee8,12/30/2021,"With the increased confidence from #mbpoli journalists asking more direct questions, it is time 
@HStefansonMB
 holds and joins daily pressers.  And no side eye to the doctors to answer.  #leadership #pivot #covid #covidmb",1 ,3 ,36 
scottbudman,12/30/2021,"California's positive #Covid test rate:

Last week: 3% 
Today:       11.2%

Source: 
@CAPublicHealth",6 ,24 ,32 
AlStewartOBE,12/30/2021,"#COVID 
""From Delta straight to Omicron

Shows how we want this COVID gone,

Skipping Epsilon to Xi

We’re hoping that the time is nigh

For a free ranging ‘22

(And not a sense of déjà vu)

Allowing us to be jet setters

If we just duck the next nine letters"".

From a friend...",2 ,3 ,18 
B52Malmet,12/30/2021,Any hospital forcing nurses who are home sick with #COVID but feeling a bit improved to return to work are putting everyone in danger.,25 ,255 ,1151 
Quincun36705461,12/30/2021,"Are any #scientists or #medical #professionals studying the #adverse #effects of the #AstraZeneca #COVID #vaccinations? If so, please PM me.",1 ,1 ,1 
jameswoudhuysen,12/30/2021,"I'll be on #GBNews 10pm tonight to talk England as a UK outlier in terms of imposing #Covid restrictions; #Omicron as immuniser vs Delta; green #inflation, the royals and... tensions in #EastAsia",3 ,8 ,25 
cathynewman,12/30/2021,"Another day, another eye-popping record #covid caseload. Is the data on #omicron hospitalisation reassuring or do we need to worry anew? I’ll ask a Nervtag member on 
@Channel4News
 at 6.30. Do tune in.",16 ,10 ,82 
SallyLongford,12/30/2021,"Good grief, the man is such a twerp he can’t even pull his mask up over his nose when in vaccination centre Why didn’t your reporter take him to task 
@BBCNews
? #BorisResign #covid",2 ,2 ,8 
DoctorMayJay,12/30/2021,"183,000 new #COVID cases today

With lack of available tests

A mess!

A dangerous mess!",2 ,11 ,65 
Nate_McMurray,12/30/2021,"What #covid can be?

An opportunity to reassess priorities. Invest in a real health system. Create sustainable lifestyles that provide for family time, community.

What #covid is:

More consumption. Anger. Push to get back to a “normal” that was grinding us down. Wealth gap surge",4 ,5 ,28 
LouiseCOMS,12/30/2021,"Is there anywhere in #Sheffield that just opens up for the Shielded for a short while to allow them some relief? #covid 
@felly500
 
@olliehart7
 
@katejosephs
 
@alisonclareteal
 
@olivercoppard
 
@natalieben
 
@E_Beardmore",2 ,5 ,3 
RuthieR,12/30/2021,"Genuine questions. 
Is the Delta variant still circulating? Will it fizzle out now?
Could you catch Delta and Omicrom?
How do you know which one you have? 
FFS. #COVID",14 ,5 ,19 
TrackTwood,12/30/2021,"3rd wave of #Covid has started in Maharashtra which is causing spike in daily cases - #Mumbai health officials

#COVID19 #Omicron #RadheShyam #RRRMoive #RRR #RadheShyamPreReleaseEvent #RRRonJan7th",3 ,26 ,153 
samkelemaseko,12/30/2021,"#DesmondTutu Mamphele Ramphele says the family is so grateful of the love and support they recieving.""we apologize to the people who can't be in person because of #COVID-19 restrictions. #sabcnews",5 ,3 ,22 
antoguerrera,12/30/2021,"BREAKING. #Italy records 98,020 new #Coronavirus cases, the *highest* number ever (yesterday’s previous record: 78,313)

#Covid deaths today: 136 (yesterday 202) 

Total number of people in hospital: 10,578 (+489 today [+366 yesterday], +40 in ICU [+19 yday]) 

#Omicron",3 ,12 ,12 
PrateekSinghINC,12/29/2021,"#Rajasthan #CoronaUpdate:

131 #COVID cases reported
Out of which 88 from #Jaipur
0 cases in 19 Districts
No #Corona related death
Today's #Recovered32
Active Cases 537

As cases are increasing again, we need to be more alert
I urge all to follow guidelines strictly
#MaskUp",2 ,5 ,3 
Prakashplutus,12/29/2021,"Mumbai Reports 2510 #covid cases..

Business can wait 

New year celebration can wait.

Be careful guys & Be safe.

#MaskUpIndia
#COVID19",4 ,16 ,281 
BameFor,12/29/2021,"Good news about hospitalisations. Bad news about rising infection rates and the impact on the economy and services. But credit where credit is due, 
@BorisJohnson
 may have called this one right. Third time lucky. We expect more variants in 2022 #Omicron #Covid.",1 ,1 ,6 
adri16,12/29/2021,"So the Royals have a global hashtag to compete with #covid:
#princewilliamaffair. Like a pandemic, the sun never sets on British exploitation.",4 ,24 ,99 
iindrojit,12/29/2021,Breaking: Children between 15-18 years of age will be given #Covid vaccine (#Covaxin) from 27 centres in #Kolkata from January 3,4 ,15 ,117 
patricecloutier,12/29/2021,"Not sure where people get their info that #omicron is no big deal. Our hospital had less than 10 patients hospitalized with #covid a few weeks ago. Today, we have over 80 .... including 10 in the ICU.
It's no joke and healthcare workers are in a tough battle once again.
#ontario",1 ,1 ,5 
_lokeshsharma,12/29/2021,"#Rajasthan #CoronaUpdate:

131 #COVID cases reported
Out of which 88 from #Jaipur
0 cases in 19 Districts
No #Corona related death
Today's #Recovered32
Active Cases 537

As cases are increasing again, we need to be more alert
I urge all to follow guidelines strictly
#MaskUp",32 ,161 ,325 
BJ_Gardener,12/29/2021,"So, despite all of us taking umpteen lateral flow tests before the family Christmas, my 84 year old Mum has just caught #Covid",3 ,1 ,7 
Boeufblogginon,12/29/2021,"You know life is weird when you look back at Gladys Berejiklian’s stewardship of NSW with longing. Perrottet is not bright, but rather an arrogant twit! This explosion in #covid numbers are on his and Hazzard’s head. They are a result of piss-poor policies at every stage.",7 ,42 ,215 
timesofindia,12/29/2021,DMRC says it has deployed 15 flying squads across Delhi Metro network to ensure that #COVID safety protocol is strictly adhered to by passengers inside trains & premises,3 ,4 ,119 
suba_thiru,12/29/2021,"Thank you to colleagues on the #covid helpline 
@STSFTrust
 today. Know it’s pandemonium so a tough day for you I’m sure. 
Thank you to everyone holding the fort at work, feel guilty but hope to be back soon. You’re all super  

(Positive tweet to balance ranty anti Tory tweet)",1 ,3 ,18 
EdnaKrabapple1,12/29/2021,"After 2 yrs of #covid & given the world is now overrun with #Omicron after only 6wks, it's clear we still haven't learned our lessons with different measures talked about introduced by politicians across the UK & around the world. Clarity & consistency of message is still missing",1 ,4 ,46 
EmployeesWin,12/29/2021,"Awake all night.#COVID filled home with cough, fever & labored breathing. I am wound uptight. Second ER visit for kiddos in two days. I am tired of anti-vaxxers. Children should never suffer this much because of the selfishness of adult vaccines refusing punks. I'm angry.#COVID",4 ,14 ,56 
rob0349,12/29/2021,"The GOP & their media shills FOX, OANN & newsmax are the PROBLEM

They won't support ANY attempts by the gov't to mitigate #Covid THEN criticize the Fed gov'ts 'response'  as inadequate. 

They SAY 'don't tell me what to do' but then

WHY AREN'T YOU DOING ANYTHING?  

#FreshWords",10 ,76 ,136 
ndtv,12/29/2021,"#BREAKING | World hits record number of #Covid cases in a week: AFP tally

(AFP News Agency)",5 ,99 ,987 
iamnikunjshah,12/29/2021,One more wave of #Covid will kill most businesses of what they had recovered. Unemployment will touch its peak with high inflation. Tough and shaky days ahead.,8 ,4 ,22 
AmbLiuXiaoMing,12/29/2021,"In a few days,  #RECP will enter into force. The world economy will take an important step towards steady recovery amid the #COVID-19. #China will work with all parties to deepen economic and trade cooperation to lead the world economy to a brighter future.",11 ,10 ,59 
