name,date,content,share,retweet,like
StephenMcDonell,02/22/2022,"The Chinese city of #Wuhan has reported 14 new #Omicron variant #Covid cases today. The Chinese city went into a long, tough, lockdown in 2020 as the world's first city with a #coronavirus outbreak. #China",2,51,131
philildo,02/22/2022,"So 
@RishiSunak
 said we needed NI  to pay for #pandemic (despite saving £ms on dead pensioners)
Now he says #NHS must cover the cost of antivirals + testing if they want to keep #covid free
Anyone think this is deliberate underfunding?
#SaveOurNHS 
#ProtectNHS 
#JohnsonOut29",2,5,13
beebomco,02/22/2022,"They say that #Apple waits for a technology to be perfect before introducing it in an iPhone. But wasn't the ""unlock with mask feature"" coming after 3 waves of #Covid a little too late?",32,25,852
howardfineman,02/22/2022,"It’s been little remarked upon, but #COVID has boosted #Putin, especially by weakening Europe’s economy and will to face hardship. Political division and populist uprisings stirred by the pandemic have helped him undermine democratic countries. Dictators thrive in fraying times.",4,25,91
CaraMia200,02/22/2022,"#UK #Boris’ major distractn: #Covid measures dropped,despite Health experts advising cases incl new variants,can skyrocket. Currently,#UK experiencg 40,000 cases a day plus deaths.
April 1st free tests end.Vulnerable residents offerd 4th jab.
Latest wave infectd more than before.",1,7,8
carahB1,02/22/2022,Since when is it abnormal for any parent to want their child to have the mildest course of illness? How did we get here?  Strangers cursing me because I want my child to be as healthy as possible?! #protectkids #covid #VaccinesWork,7,15,101
ScotchChick,02/22/2022,"Took my 6 yr old to the ped today for well visit in #newjersey. Dr brought up flu vaxx, mentioned my son has no  coming up until age 9 at the earliest. NO mention of the #Covid vaxx. Hmmmm but I thought we were in an emergency?",11,3,63
Kezza101064,02/22/2022,"You call it ""living with #Covid"" 
@BorisJohnson


Perhaps you could discuss with the families of 1,005 people who found that they were not able to ""live"" with #covid in the past 7 days

#CovidIsNotOver #JohnsonLiedPeopleDied #JohnsonOut29
#ToryCovidCatastrophe
#ToryCovidDisaster",4,25,51
covid_parent,02/22/2022,"185 MP's voted for the War Measures Act to keep us safe from #Omicron, which is obviously vital to win the war against #COVID in the next seven to nine years.

151 MP's voted to kill your grandmothers.

Thank you 
@JustinTrudeau
!",59,50,302
litecoin_bull,02/22/2022,"As #covid restrictions started to eased, the Russia War News started.

As Epstein ""Hung Himself""  The Covid Narratives Started. 

Are You Are Awake Yet? 

#Truth #TheMoreYouKnow",3,25,96
HelenTBracken,02/22/2022,"Not having to self-isolate when you’ve got #COVID??? 

How lunatic is our #COVIDIOT Tory govt???",9,66,142
CaraMia200,02/22/2022,"#nationalpressclub featuring #ClivePalmer has been cancelled. #FatClive exhibiting #Covid like symptoms. 
Conspiratorialists! Knock yourselves out!
Yes, we’re all out to get you…
And silence you! #Auspol #Election2022 #AnnihilateLNP",9,16,35
Justamelbkid,02/21/2022,"Day 1 week 3 of going back to school during covid:

Today I noticed slightly more people wearing masks but none when inside the common room at lunch time which doesn’t appear to be checked by teachers. I don’t think #school is #reporting #covid cases anymore as I haven’t… (1/3)",2,2,14
JohnStealer,02/21/2022,I heard the Queen is on light duties due to #covid. What the hell constitutes heavy duties when you’re a royal?,3,3,10
MOTSI_MABUSE,02/21/2022,"I went shopping  this morning (for work ) but the main point is nobody asked to see proof of vaccinations, nobody stopped me at the door , I didn’t need to register anywhere , just a completely different energy than the last time I was here , all this in February #covid",8,2,84
DW887,02/21/2022,Can someone please point me to some clear and concise data on #COVID19 #vaccine stats. Looking to help a non-believer with real data on vaccine effectiveness. #COVID #CDC,1,1,1
patricia_devon,02/21/2022,"Going on Public Transport, Shops, Cinema, Hairdressers, knowing that the people around you have not tested for #Covid is not going to instil confidence in people to go out, it will do the opposite. Economy will suffer.. You are a bit dumb 
@BorisJohnson
 
@RishiSunak
 #JohnsonOut28",3,7,18
rd_aardvark,02/21/2022,"Here's the thing, there's no reason why things will ever go back to what we thought was 'normal'.

Why do we assume this would or should happen?

#COVID 
#CovidIsntOver
#JohnsonOut28",1,8,7
SunderlandLolly,02/21/2022,"Please tell me what Covid measures your country is taking (outside UK). England is abandoning ALL measures. Are other countries in the world still taking Covid seriously? Masks in shops/outside/schools, tests, vax passports, quarantine? #LetTheBodiesPileHigh 
#COVID #Omicron",2,19,24
chatnmeetcoffee,02/21/2022,"#DowningStreetBriefing at TEATIME acoording to #BBCBreakfast 
You guys are meant to be informing us especially with something that is going to do adversely affect our lives #norestrictions #covid 
What does “at teatime” mean??!!??",1,1,3
keriweri,02/21/2022,Where has the £37 billion gone? #CovidIsNotOver #COVID #trackandtrace,3,2,1
LadyVelvet_HFQ,02/21/2022,US President Joe Biden and Russian President Vladimir Putin are meeting 'in principle' if Russia has not invaded Ukraine. Which they haven’t. All thanks to the French President Macaron for arranging this meeting. Europe does NOT need a war. #CollapsedEconomy #Covid #Enough,62,119,907
patricia_devon,02/21/2022,"Wall to wall coverage about the #Queen catching #Covid, she will be watched around the clock and given every anti viral she needs. When #BorisJohnson drops all restrictions will our Parents and Grandparents get the same care 
@BorisJohnson
 
@Conservatives",133,954,2803
mariehjohnson,02/21/2022,"Remember when I said that all 4 grandsons had #COVID exposures within the *FIRST* week of school.

Today, my 8-year old grandson with #Disability tests COVID+ 

He has *ONE* #Vax shot. Govt de-prioritised the kids and look what happens.

I'm FILTHY.

@EveryAustralian
 
@criprights",7,17,64
MinhazMerchant,02/21/2022,"Despite #Covid, #farmers’ agitation & other disruptions, India’s food production set to hit record 316 MT in 2021-22, 8 % higher than last 5-year average",19,167,622
BethSiddal,02/21/2022,My coworker won't get vaccinated and won't mask because she's convinced we're living in END TIMES. It's a part of the agenda. THIS is why Evangelicalism is delusional and blinding. Plus there's the fact I'm expendable because I'm a heathen. #Evangelicalism #Covid,1,7,19
kirti_sd,02/21/2022,"Hell with the right wing who is fighting against #VaccineMandates,

pray tell me if these trial #COVID #vaccines have worked or not?
Anyone?",1,3,10
BringHenryHome,02/21/2022,"My friend, 51, vaccinated, immunocompromised kidney transplant recipient, passed away yesterday of #COVID 

She left behind 3 children, and a 5 year old granddaughter

Stop being so selfish. This has never been about your “RIGHTS”
MY FRIEND IS DEAD",5,5,17
MckBecca,02/21/2022,Gotta love a metallic taste when I cough.     Coughing fits are brutal.   Esp evening and into the night.  Top that off with GERD makes me toss my cookies.     Stupid #Covid,2,1,2
AGHuff,02/21/2022,"#NIH does not have the right to redact anything from publicly funded, non-classified, #research and development. 

For all the #lawyers involved in #lawsuits against the US government in anything related to #COVID, I am at your service.

#Corruption",10,128,335
litecoin_bull,02/21/2022,"Queen has the "" #covid "" 

We have the giggles ;)

 Queen not looking very healthy recently! 

Not really that surprising if u follow our tweets!",6,12,93
JadiannTV,02/19/2022,"From the office 
@wutrain
 :

#covid policy, which requires patrons and staff of certain indoor spaces to show proof of vaccination against COVID-19, will be LIFTED EFFECTIVE IMMEDIATELY! 

 No More Proof of Vaccination Required in Boston!  
@7News",3,10,32
omg_butter,02/19/2022,if someone ever says “if or from?” to my face ima fckin go apeshit #COVID,2,1,15
johnlundin,02/19/2022,#Covid fading in all 50 states.,16,7,78
CommonSenseTory,02/19/2022,"All of this protesting in Ottawa about #covidrestrictions, and yet No mass #covid outbreaks. 

Guess the #CanadianTruckers are right. 

#EndTheMandates #FreedomConvoy2022",1,9,12
Aaron_Derfel,02/19/2022,Hi everyone. Le Harfang des neiges (Snowy Owl) will be dropping a #COVID Twitter thread momentarily. The topic: Everything you always wanted to know about BA.2 but were afraid to ask.,10,17,188
emily_saves,02/19/2022,A sweet friend of mine passed this week of #covid. Young mother in her thirties with 4 kids. I say this w/ all empathy & compassion for independent decisions but please please look into vaccinations. It really would have saved her life,2,3,25
kylepicco,02/19/2022,"In the first two minutes of his #JRE interview, Dr. Michael Osterholm says a sense of humility is the biggest thing missing from the #covid response, and then proceeds to spend the next 2 hours never once admitting he was wrong about anything. #JoeRogan",22,17,255
etmilitavi,02/19/2022,At least 158 die as #covid continues to batter the UK.,10,23,43
omg_butter,02/19/2022,"If population immunity is so hard to come by with #COVID, which it clearly is considering #omicron and vaccines have not generated any long-lasting immunity, then maybe, JUST MAYBE, we should oust #SARS_COVID_2 instead",4,7,37
E46088871,02/19/2022,"Thoughts with family of woman killed in #StormEunice
BUT why is 1 storm death headline news while 226 #COVID deaths are not even mentioned
#CovidIsNotOver #ToryCovidDisaster #JohnsonLiedPeopleDied",1,2,6
KathyBrownKathy,02/19/2022,"Knock on wood, I have not had #Covid_19 I’m vaccinated 4times now!  Mask mandates are dropping. I’ll still wear a mask!if I eat in a restaurant it’s patio seating or inside at slow times. I’ll continue to get vaccines & wear a mask in situations. I don’t want #COVID",5,3,27
SkyNews,02/19/2022,"On #TheGreatDebate we're asking: Are you ready to live with #COVID?

 To be in our virtual audience, email TheGreatDebate@sky.uk
 Monday at 9pm
 Sky 501, Virgin 602, Freeview 233 and YouTube",,,
LAURENCSTANLEY,02/19/2022,"JOURNO REQUEST:

Have you lost your smell/taste as a result of the pandemic? 

Looking to speak to a few people about what they miss smelling/tasting the most. 

#covid | #journorequest | 
@BBCRadioLondon",2,3,2
Peter_StPets,02/18/2022,"Super-grateful for Jake, one of our Rough Sleeper support workers at 
@StPetrocks
, who's been run off his feet today trying to assist our clients, with the rest of the team unable to get to work due to #Covid or #Stormeustice travel disruption. 
#LastManStanding",2,4,28
Harryslaststand,02/18/2022,"What sped up the end of protections against Covid 19 by govts wasn't diminished risks. It was frantic lobbying by the 1% who told them if you don't wrap this up, we might actually have to pay real taxes to fund society. Better that millions more die than we lose wealth. #COVID",3,22,38
mla_sudhakar,02/18/2022,"Covid numbers in Karnataka today: 
New cases in State: 1,333
New cases in B'lore: 705
Positivity rate in State: 1.59%
Discharges: 4,890
Active cases: State- 16,184; B'lore- 7.6k
Deaths:19 (B'lore- 9)
Tests: 83,355
#COVID19 #COVID",10,51,327
shakeli,02/18/2022,It seems to me that there is only 1 reason to keep children masked. It's conformity training. In 15 years those new adults will do whatever they are told. Get them young and they are yours forever.  #COVID #maskedKids #freedom,4,12,24
